query_id,product_id
130645,B018G18GDW
130645,B007M8TLZI
130645,B078YKWKM7
130645,B071DSKKLJ
130645,B07192BQJW
130645,B004ECLQHQ
130645,B084FSN4Y7
130645,B00JET1LZG
130645,B00JET11BU
130645,B00JET1L6A
130645,B00JET12SW
130645,B00JET149E
130645,B00M8UVYKU
130645,B00M8UWPOY
130645,B00M8UMT3Q
130645,B00M8UP38O
130628,B071LBYT7Q
130628,B001VAZFXK
130628,B087GKLTHV
130628,B002F9MRAK
130628,B081RGG8RN
130628,B075ZTN4JS
130628,B07V9MG2KM
130628,B00E7NRFQI
130628,B07VK8WV9N
130628,B000AQOESS
130628,B01G50X9RO
130628,B083GHZMJW
130628,B07FCG3CM1
130628,B07F6D17RS
130628,B07MWHXPVF
130628,B083DMXS4P
130625,B075M5T7FW
130625,B01ESSPP5Y
130625,B07X9P4VJ5
130625,B01MSX7A1W
130625,B092NB56NK
130625,B091DK35TJ
130625,B08MCXD41C
130625,B07F37LB49
130625,B092NB1VWB
130625,B092N8KYLR
130625,B092NDN1BF
130625,B097Y3HWT3
130625,B09BDYND7N
130625,B092NB2XX1
130625,B092NGMRDW
130625,B092NCN1V3
130625,B092N8L876
130625,B092NCN3KW
130625,B092NDWWF4
130625,B099DDZJYJ
130625,B07W7Z8RHR
130625,B093BQHMGH
130625,B092NGMGT9
130625,B098NSGTFC
130625,B092NDCQYR
130625,B0967M1HJM
130625,B09BRV4HTB
130625,B0923SDL96
130625,B093CM5DG8
130625,4800010640
130625,B092ND76CN
130625,B096XX9N66
130625,B08YCWP9SN
130625,4800011078
130625,B07C4K82C2
130625,B0925672S6
130625,B07VWRY11D
130625,B0834MFPS1
130625,B08YCYV6W8
130625,B07NMC4W95
130621,B09C1TDVWD
130621,B086ZHLW5T
130621,B086ZGKYH8
130621,B074RD67P6
130621,B07PTRTBBV
130621,B0925D26T9
130621,B07QRHGX88
130621,B093SYS44J
130621,B012V563B6
130621,B08L4D4642
130621,B07SB5WWWN
130621,B07HMG7H77
130621,B0769DVRLP
130621,B088FK2XTV
130621,B00C1210Y0
130621,B096QCFBML
130621,B000XFV17I
130621,B0010P69JA
130621,B003V1XNCC
130621,B0921Q9G9T
130621,B0861NLVMZ
130621,B00OPIG03O
130621,B08Q7H9ZL2
130621,B00P0FO1P0
130621,B0036SGFIO
130621,B007W6T8H6
130621,B007W6T8FS
130621,B09DK1Q3QP
130621,B00NH13DV2
130621,B007UMNY1I
130621,B00NH144GK
130621,B00008V304
130621,B01GCTLX1M
130621,B007UMNZIA
130621,B00SUQCR52
130621,B00NH136GE
130621,B092CHLV7C
130621,B07BLNQHD7
130621,B0000ACC6K
130621,B007UMNXE6
130617,B07B43WG4C
130617,B085L8D81D
130617,B07SL28MHN
130617,B084KJ6HLQ
130617,B07PX11NRK
130617,B085Q68XNS
130617,B0872S3HBS
130617,B084MFP8LN
130617,B07Q9Z7QYJ
130617,B087CKC9RJ
130617,B088GRS6YS
130617,B07QPSRYC9
130617,B087CJ7QK6
130617,B0872SMF5J
130617,B088TJ1YS9
130617,B0863T23J6
130616,B07JDWLBN7
130616,B073SBQMCX
130616,B071KGRXRG
130616,B01F9G43WU
130616,B077PPN5NN
130616,B07MVZVMQ8
130616,B07SM7YJ4F
130616,B085YBPNFB
130616,B009NB9JFE
130616,B07L6HZQVQ
130616,B075R4T536
130616,B07R1W3RGZ
130616,B081YYN7HT
130616,B07Z9BXFKN
130616,B084G1V1D5
130616,B0090UG55A
130616,B07ZK95FKV
130616,B08867VC8B
130616,B07B6HNFB2
130616,B082SBGVBW
130616,B07969N2W9
130616,B085Y4HD3R
130616,B082KM769G
130616,B0842P4MTL
130616,B083TQQ6HN
130616,B07HCM8383
130616,B086YR4GPZ
130616,B0881G1XN1
130616,B07MTH57YQ
130616,B089CSFV6T
130616,B086YJK3NJ
130616,B07Z86D2NP
130601,B085C2FVFN
130601,B07QZYV8FN
130601,B07MS8MTF2
130601,B085C2F7TC
130601,B07RMTDF4B
130601,B0891PR86J
130601,B00450VE7E
130601,B079TKKZFK
130601,B07RNL8HVR
130601,B08CXJ3HMF
130601,B0813Q6N1X
130601,B08QZP9XYH
130601,B079TL9NFF
130601,B0816XWNP1
130601,B083QHFQ85
130601,B01HXFISS0
130601,B098854T3X
130601,B07THH3ZLH
130601,B08NPKT1BC
130601,B08QZ7QLHR
130601,B08R5G2F3R
130601,B010TQNH2W
130601,B07X7WF5LP
130601,B005J0XVAW
130601,B07S3T1JS2
130601,B08P88QFQG
130601,B07QWTKLML
130601,B00KKF5PFA
130601,B07X112LH5
130601,B07WQTPD6S
130601,B08JLSP3W4
130601,B08P4P6MWF
130601,B01MTCAVTY
130601,B094VPGSMP
130601,B08MKNCQL1
130601,B08JY5HP5G
130601,B08LK1RNXK
130593,B07QS6HR64
130593,B07MMGML71
130593,B08DCFJZ2W
130593,B076H15NXH
130593,B07NQ992XM
130593,B079Z2HZS8
130593,B07NS9G9MW
