query_id,product_id
130378,B074DK734G
130378,B00KFKDOYO
130378,B08181G6MP
130378,B01HFH4DAI
130378,B006IB5T4W
130378,B0054LHI5A
130378,B00HJZT0YQ
130378,B081X6DRRT
130378,B00NIQGQAQ
130378,B083XVHBVR
130378,B077XC7K7V
130378,B0010POWEE
130378,B01E7KBXWC
130378,B07KFLL4X7
130378,B01M7W1MIU
130378,B00NAGVL7W
115952,B088WCS9QV
115952,B07X6HDSDY
115952,B07L3SXCL9
115952,B07F1DMJMY
115952,B098QJMF6K
115952,B083Q6Q41G
115952,B07XHGLSGF
115952,B07FZVXS8H
115952,B00SAYCVTQ
115952,B085VX9JY7
115952,B07R5QD598
115878,B07KBTBLQ5
115878,B07KBQN1R7
115878,3943945197
115878,B077MYFXFQ
115878,B00AN0BLKA
115878,B017LGXIYA
115878,B081KQJMFS
115878,B081KRTJJ9
115878,B00PY3EHVQ
115878,B076KKF6T1
115878,B017LGXJ7Q
115878,B086VLR9V6
115878,B0817GNWR8
115878,B088RC8GGN
115878,B00AMZEHSY
115878,B014YHKCE8
115851,B07Y8J7WBC
115851,B017JR56AU
115851,B0169M0NIQ
115851,B007B6VU50
115851,B01IF4QV8W
115851,B077JRDQY2
115851,B0062Z0S3G
115851,B01M5DS0Z7
115851,B0749GHQ9G
115851,B0056V9S4M
115851,B075RQ3437
115851,B07V6ZY8PR
115851,B075RPBNHQ
115851,B01J7OTK32
115851,B00ZGPI3OY
115851,B01J7OTL54
115838,B098FFWCJZ
115838,B098FJJXMR
115838,B098FL58MT
115838,B08WHSNTRP
115838,B008YEMVSI
115838,B00F2U1CTQ
115838,B07TZNH89Z
115838,B074TXB5V5
115838,B07X8VPTQ3
115838,B081Q6PKXW
115838,B07ZK8YGW1
115838,B01J4IR64G
115838,B0054RDI3K
115838,B07PBQDYCH
115838,B084ZT61LH
115838,B085XQ1FDT
115838,B07SLPYSYJ
115838,B082W8ZZ5M
115838,B0823LG76K
115838,B07Q9Q3C9V
115838,B01JHWZAMY
115838,B010C4SO8I
115838,B00C6WFUKA
115838,B01A1GF82C
115838,B084P4CK4R
